"","snp.dists.0.8.2","ST1","variable","ST2","value"
"4986","SGV061",654,"SGV068",654,27
"4987","SGV062",654,"SGV068",654,18
"4988","SGV063",654,"SGV068",654,12
"4989","SGV064",654,"SGV068",654,25
"4990","SGV065",654,"SGV068",654,22
"4991","SGV066",654,"SGV068",654,13
"4992","SGV067",654,"SGV068",654,24
"4993","SGV068",654,"SGV068",654,0
"4994","SGV069",654,"SGV068",654,26
"4995","SGV070",654,"SGV068",654,21
"4996","SGV071",654,"SGV068",654,14
"4997","SGV072",654,"SGV068",654,22
"4998","SGV073",654,"SGV068",654,21
"4999","SGV075",654,"SGV068",654,19
"5000","SGV077",654,"SGV068",654,20
"5001","SGV078",654,"SGV068",654,19
"5002","SGV079",654,"SGV068",654,28
"5003","SGV080",654,"SGV068",654,22
"5008","SGV004",654,"SGV069",654,105
"5024","SGV021",654,"SGV069",654,17
"5025","SGV022",654,"SGV069",654,19
"5026","SGV023",654,"SGV069",654,9
"5027","SGV025",654,"SGV069",654,17
"5028","SGV026",654,"SGV069",654,17
"5030","SGV028",654,"SGV069",654,11
"5031","SGV029",654,"SGV069",654,17
"5032","SGV030",654,"SGV069",654,21
"5033","SGV031",654,"SGV069",654,5
"5034","SGV032",654,"SGV069",654,9
"5035","SGV033",654,"SGV069",654,21
"5036","SGV034",654,"SGV069",654,14
"5037","SGV035",654,"SGV069",654,17
"5038","SGV036",654,"SGV069",654,17
"5039","SGV037",654,"SGV069",654,20
"5040","SGV038",654,"SGV069",654,12
"5041","SGV039",654,"SGV069",654,16
"5042","SGV040",654,"SGV069",654,12
"5043","SGV041",654,"SGV069",654,20
"5044","SGV042",654,"SGV069",654,20
"5045","SGV043",654,"SGV069",654,23
"5046","SGV044",654,"SGV069",654,21
"5047","SGV045",654,"SGV069",654,15
"5048","SGV046",654,"SGV069",654,21
"5049","SGV047",654,"SGV069",654,25
"5050","SGV048",654,"SGV069",654,21
"5051","SGV049",654,"SGV069",654,13
"5052","SGV050",654,"SGV069",654,19
"5053","SGV051",654,"SGV069",654,12
"5054","SGV052",654,"SGV069",654,18
"5055","SGV053",654,"SGV069",654,19
"5056","SGV054",654,"SGV069",654,17
"5057","SGV055",654,"SGV069",654,20
"5058","SGV056",654,"SGV069",654,20
"5059","SGV057",654,"SGV069",654,18
"5060","SGV058",654,"SGV069",654,18
"5061","SGV059",654,"SGV069",654,16
"5062","SGV060",654,"SGV069",654,19
"5063","SGV061",654,"SGV069",654,25
"5064","SGV062",654,"SGV069",654,18
"5065","SGV063",654,"SGV069",654,20
"5066","SGV064",654,"SGV069",654,11
"5067","SGV065",654,"SGV069",654,20
"5068","SGV066",654,"SGV069",654,21
"5069","SGV067",654,"SGV069",654,22
"5070","SGV068",654,"SGV069",654,26
"5071","SGV069",654,"SGV069",654,0
"5072","SGV070",654,"SGV069",654,19
"5073","SGV071",654,"SGV069",654,12
"5074","SGV072",654,"SGV069",654,12
"5075","SGV073",654,"SGV069",654,19
"5076","SGV075",654,"SGV069",654,17
"5077","SGV077",654,"SGV069",654,18
"5078","SGV078",654,"SGV069",654,17
"5079","SGV079",654,"SGV069",654,14
"5080","SGV080",654,"SGV069",654,20
"5085","SGV004",654,"SGV070",654,102
"5101","SGV021",654,"SGV070",654,12
"5102","SGV022",654,"SGV070",654,10
"5103","SGV023",654,"SGV070",654,14
"5104","SGV025",654,"SGV070",654,12
"5105","SGV026",654,"SGV070",654,12
"5107","SGV028",654,"SGV070",654,14
"5108","SGV029",654,"SGV070",654,13
"5109","SGV030",654,"SGV070",654,17
"5110","SGV031",654,"SGV070",654,14
"5111","SGV032",654,"SGV070",654,16
"5112","SGV033",654,"SGV070",654,16
"5113","SGV034",654,"SGV070",654,17
"5114","SGV035",654,"SGV070",654,12
"5115","SGV036",654,"SGV070",654,12
"5116","SGV037",654,"SGV070",654,15
"5117","SGV038",654,"SGV070",654,17
"5118","SGV039",654,"SGV070",654,11
"5119","SGV040",654,"SGV070",654,19
"5120","SGV041",654,"SGV070",654,15
"5121","SGV042",654,"SGV070",654,15
"5122","SGV043",654,"SGV070",654,18
"5123","SGV044",654,"SGV070",654,16
"5124","SGV045",654,"SGV070",654,18
"5125","SGV046",654,"SGV070",654,12
"5126","SGV047",654,"SGV070",654,20
"5127","SGV048",654,"SGV070",654,12
"5128","SGV049",654,"SGV070",654,16
"5129","SGV050",654,"SGV070",654,10
"5130","SGV051",654,"SGV070",654,19
"5131","SGV052",654,"SGV070",654,9
"5132","SGV053",654,"SGV070",654,10
"5133","SGV054",654,"SGV070",654,12
"5134","SGV055",654,"SGV070",654,11
"5135","SGV056",654,"SGV070",654,11
"5136","SGV057",654,"SGV070",654,9
"5137","SGV058",654,"SGV070",654,9
"5138","SGV059",654,"SGV070",654,7
"5139","SGV060",654,"SGV070",654,22
"5140","SGV061",654,"SGV070",654,20
"5141","SGV062",654,"SGV070",654,9
"5142","SGV063",654,"SGV070",654,15
"5143","SGV064",654,"SGV070",654,18
"5144","SGV065",654,"SGV070",654,15
"5145","SGV066",654,"SGV070",654,16
"5146","SGV067",654,"SGV070",654,13
"5147","SGV068",654,"SGV070",654,21
"5148","SGV069",654,"SGV070",654,19
"5149","SGV070",654,"SGV070",654,0
"5150","SGV071",654,"SGV070",654,7
"5151","SGV072",654,"SGV070",654,15
"5152","SGV073",654,"SGV070",654,10
"5153","SGV075",654,"SGV070",654,8
"5154","SGV077",654,"SGV070",654,9
"5155","SGV078",654,"SGV070",654,8
"5156","SGV079",654,"SGV070",654,21
"5157","SGV080",654,"SGV070",654,11
"5162","SGV004",654,"SGV071",654,95
"5178","SGV021",654,"SGV071",654,5
"5179","SGV022",654,"SGV071",654,7
"5180","SGV023",654,"SGV071",654,7
"5181","SGV025",654,"SGV071",654,5
"5182","SGV026",654,"SGV071",654,5
"5184","SGV028",654,"SGV071",654,7
"5185","SGV029",654,"SGV071",654,6
"5186","SGV030",654,"SGV071",654,10
"5187","SGV031",654,"SGV071",654,7
"5188","SGV032",654,"SGV071",654,9
"5189","SGV033",654,"SGV071",654,9
"5190","SGV034",654,"SGV071",654,10
"5191","SGV035",654,"SGV071",654,5
"5192","SGV036",654,"SGV071",654,5
"5193","SGV037",654,"SGV071",654,8
"5194","SGV038",654,"SGV071",654,10
"5195","SGV039",654,"SGV071",654,4
"5196","SGV040",654,"SGV071",654,12
"5197","SGV041",654,"SGV071",654,8
"5198","SGV042",654,"SGV071",654,8
"5199","SGV043",654,"SGV071",654,11
"5200","SGV044",654,"SGV071",654,9
"5201","SGV045",654,"SGV071",654,11
"5202","SGV046",654,"SGV071",654,9
"5203","SGV047",654,"SGV071",654,13
"5204","SGV048",654,"SGV071",654,9
"5205","SGV049",654,"SGV071",654,9
"5206","SGV050",654,"SGV071",654,7
"5207","SGV051",654,"SGV071",654,12
"5208","SGV052",654,"SGV071",654,6
"5209","SGV053",654,"SGV071",654,7
"5210","SGV054",654,"SGV071",654,5
"5211","SGV055",654,"SGV071",654,8
"5212","SGV056",654,"SGV071",654,8
"5213","SGV057",654,"SGV071",654,6
"5214","SGV058",654,"SGV071",654,6
"5215","SGV059",654,"SGV071",654,4
"5216","SGV060",654,"SGV071",654,15
"5217","SGV061",654,"SGV071",654,13
"5218","SGV062",654,"SGV071",654,6
"5219","SGV063",654,"SGV071",654,8
"5220","SGV064",654,"SGV071",654,11
"5221","SGV065",654,"SGV071",654,8
"5222","SGV066",654,"SGV071",654,9
"5223","SGV067",654,"SGV071",654,10
"5224","SGV068",654,"SGV071",654,14
"5225","SGV069",654,"SGV071",654,12
"5226","SGV070",654,"SGV071",654,7
"5227","SGV071",654,"SGV071",654,0
"5228","SGV072",654,"SGV071",654,8
"5229","SGV073",654,"SGV071",654,7
"5230","SGV075",654,"SGV071",654,5
"5231","SGV077",654,"SGV071",654,6
"5232","SGV078",654,"SGV071",654,5
"5233","SGV079",654,"SGV071",654,14
"5234","SGV080",654,"SGV071",654,8
"5239","SGV004",654,"SGV072",654,101
"5255","SGV021",654,"SGV072",654,13
"5256","SGV022",654,"SGV072",654,15
"5257","SGV023",654,"SGV072",654,7
"5258","SGV025",654,"SGV072",654,13
"5259","SGV026",654,"SGV072",654,13
"5261","SGV028",654,"SGV072",654,1
"5262","SGV029",654,"SGV072",654,14
"5263","SGV030",654,"SGV072",654,18
"5264","SGV031",654,"SGV072",654,7
"5265","SGV032",654,"SGV072",654,9
"5266","SGV033",654,"SGV072",654,17
"5267","SGV034",654,"SGV072",654,4
"5268","SGV035",654,"SGV072",654,13
"5269","SGV036",654,"SGV072",654,13
"5270","SGV037",654,"SGV072",654,16
"5271","SGV038",654,"SGV072",654,10
"5272","SGV039",654,"SGV072",654,12
"5273","SGV040",654,"SGV072",654,12
"5274","SGV041",654,"SGV072",654,16
"5275","SGV042",654,"SGV072",654,16
"5276","SGV043",654,"SGV072",654,19
"5277","SGV044",654,"SGV072",654,17
"5278","SGV045",654,"SGV072",654,5
"5279","SGV046",654,"SGV072",654,17
"5280","SGV047",654,"SGV072",654,21
"5281","SGV048",654,"SGV072",654,17
"5282","SGV049",654,"SGV072",654,3
"5283","SGV050",654,"SGV072",654,15
"5284","SGV051",654,"SGV072",654,12
"5285","SGV052",654,"SGV072",654,14
"5286","SGV053",654,"SGV072",654,15
"5287","SGV054",654,"SGV072",654,13
"5288","SGV055",654,"SGV072",654,16
"5289","SGV056",654,"SGV072",654,16
"5290","SGV057",654,"SGV072",654,14
"5291","SGV058",654,"SGV072",654,14
"5292","SGV059",654,"SGV072",654,12
"5293","SGV060",654,"SGV072",654,9
"5294","SGV061",654,"SGV072",654,21
"5295","SGV062",654,"SGV072",654,14
"5296","SGV063",654,"SGV072",654,16
"5297","SGV064",654,"SGV072",654,11
"5298","SGV065",654,"SGV072",654,16
"5299","SGV066",654,"SGV072",654,17
"5300","SGV067",654,"SGV072",654,18
"5301","SGV068",654,"SGV072",654,22
"5302","SGV069",654,"SGV072",654,12
"5303","SGV070",654,"SGV072",654,15
"5304","SGV071",654,"SGV072",654,8
"5305","SGV072",654,"SGV072",654,0
"5306","SGV073",654,"SGV072",654,15
"5307","SGV075",654,"SGV072",654,13
"5308","SGV077",654,"SGV072",654,14
"5309","SGV078",654,"SGV072",654,13
"5310","SGV079",654,"SGV072",654,14
"5311","SGV080",654,"SGV072",654,16
"5316","SGV004",654,"SGV073",654,102
"5332","SGV021",654,"SGV073",654,12
"5333","SGV022",654,"SGV073",654,10
"5334","SGV023",654,"SGV073",654,14
"5335","SGV025",654,"SGV073",654,12
"5336","SGV026",654,"SGV073",654,12
"5338","SGV028",654,"SGV073",654,14
"5339","SGV029",654,"SGV073",654,13
"5340","SGV030",654,"SGV073",654,17
"5341","SGV031",654,"SGV073",654,14
"5342","SGV032",654,"SGV073",654,16
"5343","SGV033",654,"SGV073",654,16
"5344","SGV034",654,"SGV073",654,17
"5345","SGV035",654,"SGV073",654,12
"5346","SGV036",654,"SGV073",654,12
"5347","SGV037",654,"SGV073",654,15
"5348","SGV038",654,"SGV073",654,17
"5349","SGV039",654,"SGV073",654,11
"5350","SGV040",654,"SGV073",654,19
"5351","SGV041",654,"SGV073",654,15
"5352","SGV042",654,"SGV073",654,15
"5353","SGV043",654,"SGV073",654,18
"5354","SGV044",654,"SGV073",654,16
"5355","SGV045",654,"SGV073",654,18
"5356","SGV046",654,"SGV073",654,12
"5357","SGV047",654,"SGV073",654,20
"5358","SGV048",654,"SGV073",654,12
"5359","SGV049",654,"SGV073",654,16
"5360","SGV050",654,"SGV073",654,10
"5361","SGV051",654,"SGV073",654,19
"5362","SGV052",654,"SGV073",654,9
"5363","SGV053",654,"SGV073",654,10
"5364","SGV054",654,"SGV073",654,12
"5365","SGV055",654,"SGV073",654,11
"5366","SGV056",654,"SGV073",654,5
"5367","SGV057",654,"SGV073",654,9
"5368","SGV058",654,"SGV073",654,9
"5369","SGV059",654,"SGV073",654,7
"5370","SGV060",654,"SGV073",654,22
"5371","SGV061",654,"SGV073",654,20
"5372","SGV062",654,"SGV073",654,9
"5373","SGV063",654,"SGV073",654,15
"5374","SGV064",654,"SGV073",654,18
"5375","SGV065",654,"SGV073",654,15
"5376","SGV066",654,"SGV073",654,16
"5377","SGV067",654,"SGV073",654,13
"5378","SGV068",654,"SGV073",654,21
"5379","SGV069",654,"SGV073",654,19
"5380","SGV070",654,"SGV073",654,10
"5381","SGV071",654,"SGV073",654,7
"5382","SGV072",654,"SGV073",654,15
"5383","SGV073",654,"SGV073",654,0
"5384","SGV075",654,"SGV073",654,8
"5385","SGV077",654,"SGV073",654,9
"5386","SGV078",654,"SGV073",654,8
"5387","SGV079",654,"SGV073",654,21
"5388","SGV080",654,"SGV073",654,9
"5393","SGV004",654,"SGV075",654,100
"5409","SGV021",654,"SGV075",654,10
"5410","SGV022",654,"SGV075",654,8
"5411","SGV023",654,"SGV075",654,12
"5412","SGV025",654,"SGV075",654,10
"5413","SGV026",654,"SGV075",654,10
"5415","SGV028",654,"SGV075",654,12
"5416","SGV029",654,"SGV075",654,11
"5417","SGV030",654,"SGV075",654,15
"5418","SGV031",654,"SGV075",654,12
"5419","SGV032",654,"SGV075",654,14
"5420","SGV033",654,"SGV075",654,14
"5421","SGV034",654,"SGV075",654,15
"5422","SGV035",654,"SGV075",654,10
"5423","SGV036",654,"SGV075",654,10
"5424","SGV037",654,"SGV075",654,13
"5425","SGV038",654,"SGV075",654,15
"5426","SGV039",654,"SGV075",654,9
"5427","SGV040",654,"SGV075",654,17
"5428","SGV041",654,"SGV075",654,13
"5429","SGV042",654,"SGV075",654,13
"5430","SGV043",654,"SGV075",654,16
"5431","SGV044",654,"SGV075",654,14
"5432","SGV045",654,"SGV075",654,16
"5433","SGV046",654,"SGV075",654,10
"5434","SGV047",654,"SGV075",654,18
"5435","SGV048",654,"SGV075",654,10
"5436","SGV049",654,"SGV075",654,14
"5437","SGV050",654,"SGV075",654,8
"5438","SGV051",654,"SGV075",654,17
"5439","SGV052",654,"SGV075",654,7
"5440","SGV053",654,"SGV075",654,8
"5441","SGV054",654,"SGV075",654,10
"5442","SGV055",654,"SGV075",654,9
"5443","SGV056",654,"SGV075",654,9
"5444","SGV057",654,"SGV075",654,7
"5445","SGV058",654,"SGV075",654,7
"5446","SGV059",654,"SGV075",654,5
"5447","SGV060",654,"SGV075",654,20
"5448","SGV061",654,"SGV075",654,18
"5449","SGV062",654,"SGV075",654,7
"5450","SGV063",654,"SGV075",654,13
"5451","SGV064",654,"SGV075",654,16
"5452","SGV065",654,"SGV075",654,13
"5453","SGV066",654,"SGV075",654,14
"5454","SGV067",654,"SGV075",654,11
"5455","SGV068",654,"SGV075",654,19
"5456","SGV069",654,"SGV075",654,17
"5457","SGV070",654,"SGV075",654,8
"5458","SGV071",654,"SGV075",654,5
"5459","SGV072",654,"SGV075",654,13
"5460","SGV073",654,"SGV075",654,8
"5461","SGV075",654,"SGV075",654,0
"5462","SGV077",654,"SGV075",654,7
"5463","SGV078",654,"SGV075",654,6
"5464","SGV079",654,"SGV075",654,19
"5465","SGV080",654,"SGV075",654,9
"5470","SGV004",654,"SGV077",654,101
"5486","SGV021",654,"SGV077",654,11
"5487","SGV022",654,"SGV077",654,9
"5488","SGV023",654,"SGV077",654,13
"5489","SGV025",654,"SGV077",654,11
"5490","SGV026",654,"SGV077",654,11
"5492","SGV028",654,"SGV077",654,13
"5493","SGV029",654,"SGV077",654,12
"5494","SGV030",654,"SGV077",654,16
"5495","SGV031",654,"SGV077",654,13
"5496","SGV032",654,"SGV077",654,15
"5497","SGV033",654,"SGV077",654,15
"5498","SGV034",654,"SGV077",654,16
"5499","SGV035",654,"SGV077",654,11
"5500","SGV036",654,"SGV077",654,11
"5501","SGV037",654,"SGV077",654,14
"5502","SGV038",654,"SGV077",654,16
"5503","SGV039",654,"SGV077",654,10
"5504","SGV040",654,"SGV077",654,18
"5505","SGV041",654,"SGV077",654,14
"5506","SGV042",654,"SGV077",654,14
"5507","SGV043",654,"SGV077",654,17
"5508","SGV044",654,"SGV077",654,15
"5509","SGV045",654,"SGV077",654,17
"5510","SGV046",654,"SGV077",654,9
"5511","SGV047",654,"SGV077",654,19
"5512","SGV048",654,"SGV077",654,9
"5513","SGV049",654,"SGV077",654,15
"5514","SGV050",654,"SGV077",654,9
"5515","SGV051",654,"SGV077",654,18
"5516","SGV052",654,"SGV077",654,8
"5517","SGV053",654,"SGV077",654,9
"5518","SGV054",654,"SGV077",654,11
"5519","SGV055",654,"SGV077",654,10
"5520","SGV056",654,"SGV077",654,10
"5521","SGV057",654,"SGV077",654,8
"5522","SGV058",654,"SGV077",654,8
"5523","SGV059",654,"SGV077",654,6
"5524","SGV060",654,"SGV077",654,21
"5525","SGV061",654,"SGV077",654,19
"5526","SGV062",654,"SGV077",654,8
"5527","SGV063",654,"SGV077",654,14
"5528","SGV064",654,"SGV077",654,17
"5529","SGV065",654,"SGV077",654,14
"5530","SGV066",654,"SGV077",654,15
"5531","SGV067",654,"SGV077",654,10
"5532","SGV068",654,"SGV077",654,20
"5533","SGV069",654,"SGV077",654,18
"5534","SGV070",654,"SGV077",654,9
"5535","SGV071",654,"SGV077",654,6
"5536","SGV072",654,"SGV077",654,14
"5537","SGV073",654,"SGV077",654,9
"5538","SGV075",654,"SGV077",654,7
"5539","SGV077",654,"SGV077",654,0
"5540","SGV078",654,"SGV077",654,7
"5541","SGV079",654,"SGV077",654,20
"5542","SGV080",654,"SGV077",654,10
"5547","SGV004",654,"SGV078",654,100
"5563","SGV021",654,"SGV078",654,10
"5564","SGV022",654,"SGV078",654,8
"5565","SGV023",654,"SGV078",654,12
"5566","SGV025",654,"SGV078",654,10
"5567","SGV026",654,"SGV078",654,10
"5569","SGV028",654,"SGV078",654,12
"5570","SGV029",654,"SGV078",654,11
"5571","SGV030",654,"SGV078",654,15
"5572","SGV031",654,"SGV078",654,12
"5573","SGV032",654,"SGV078",654,14
"5574","SGV033",654,"SGV078",654,14
"5575","SGV034",654,"SGV078",654,15
"5576","SGV035",654,"SGV078",654,10
"5577","SGV036",654,"SGV078",654,10
"5578","SGV037",654,"SGV078",654,13
"5579","SGV038",654,"SGV078",654,15
"5580","SGV039",654,"SGV078",654,9
"5581","SGV040",654,"SGV078",654,17
"5582","SGV041",654,"SGV078",654,13
"5583","SGV042",654,"SGV078",654,13
"5584","SGV043",654,"SGV078",654,16
"5585","SGV044",654,"SGV078",654,14
"5586","SGV045",654,"SGV078",654,16
"5587","SGV046",654,"SGV078",654,10
"5588","SGV047",654,"SGV078",654,18
"5589","SGV048",654,"SGV078",654,10
"5590","SGV049",654,"SGV078",654,14
"5591","SGV050",654,"SGV078",654,8
"5592","SGV051",654,"SGV078",654,17
"5593","SGV052",654,"SGV078",654,7
"5594","SGV053",654,"SGV078",654,8
"5595","SGV054",654,"SGV078",654,10
"5596","SGV055",654,"SGV078",654,9
"5597","SGV056",654,"SGV078",654,9
"5598","SGV057",654,"SGV078",654,7
"5599","SGV058",654,"SGV078",654,7
"5600","SGV059",654,"SGV078",654,5
"5601","SGV060",654,"SGV078",654,20
"5602","SGV061",654,"SGV078",654,18
"5603","SGV062",654,"SGV078",654,7
"5604","SGV063",654,"SGV078",654,13
"5605","SGV064",654,"SGV078",654,16
"5606","SGV065",654,"SGV078",654,13
"5607","SGV066",654,"SGV078",654,14
"5608","SGV067",654,"SGV078",654,11
"5609","SGV068",654,"SGV078",654,19
"5610","SGV069",654,"SGV078",654,17
"5611","SGV070",654,"SGV078",654,8
"5612","SGV071",654,"SGV078",654,5
"5613","SGV072",654,"SGV078",654,13
"5614","SGV073",654,"SGV078",654,8
"5615","SGV075",654,"SGV078",654,6
"5616","SGV077",654,"SGV078",654,7
"5617","SGV078",654,"SGV078",654,0
"5618","SGV079",654,"SGV078",654,19
"5619","SGV080",654,"SGV078",654,9
"5624","SGV004",654,"SGV079",654,106
"5640","SGV021",654,"SGV079",654,19
"5641","SGV022",654,"SGV079",654,21
"5642","SGV023",654,"SGV079",654,11
"5643","SGV025",654,"SGV079",654,19
"5644","SGV026",654,"SGV079",654,19
"5646","SGV028",654,"SGV079",654,13
"5647","SGV029",654,"SGV079",654,18
"5648","SGV030",654,"SGV079",654,23
"5649","SGV031",654,"SGV079",654,9
"5650","SGV032",654,"SGV079",654,11
"5651","SGV033",654,"SGV079",654,23
"5652","SGV034",654,"SGV079",654,16
"5653","SGV035",654,"SGV079",654,19
"5654","SGV036",654,"SGV079",654,19
"5655","SGV037",654,"SGV079",654,22
"5656","SGV038",654,"SGV079",654,14
"5657","SGV039",654,"SGV079",654,18
"5658","SGV040",654,"SGV079",654,12
"5659","SGV041",654,"SGV079",654,22
"5660","SGV042",654,"SGV079",654,22
"5661","SGV043",654,"SGV079",654,25
"5662","SGV044",654,"SGV079",654,23
"5663","SGV045",654,"SGV079",654,17
"5664","SGV046",654,"SGV079",654,23
"5665","SGV047",654,"SGV079",654,27
"5666","SGV048",654,"SGV079",654,23
"5667","SGV049",654,"SGV079",654,15
"5668","SGV050",654,"SGV079",654,21
"5669","SGV051",654,"SGV079",654,8
"5670","SGV052",654,"SGV079",654,20
"5671","SGV053",654,"SGV079",654,21
"5672","SGV054",654,"SGV079",654,19
"5673","SGV055",654,"SGV079",654,22
"5674","SGV056",654,"SGV079",654,22
"5675","SGV057",654,"SGV079",654,20
"5676","SGV058",654,"SGV079",654,20
"5677","SGV059",654,"SGV079",654,18
"5678","SGV060",654,"SGV079",654,21
"5679","SGV061",654,"SGV079",654,27
"5680","SGV062",654,"SGV079",654,20
"5681","SGV063",654,"SGV079",654,22
"5682","SGV064",654,"SGV079",654,11
"5683","SGV065",654,"SGV079",654,22
"5684","SGV066",654,"SGV079",654,23
"5685","SGV067",654,"SGV079",654,24
"5686","SGV068",654,"SGV079",654,28
"5687","SGV069",654,"SGV079",654,14
"5688","SGV070",654,"SGV079",654,21
"5689","SGV071",654,"SGV079",654,14
"5690","SGV072",654,"SGV079",654,14
"5691","SGV073",654,"SGV079",654,21
"5692","SGV075",654,"SGV079",654,19
"5693","SGV077",654,"SGV079",654,20
"5694","SGV078",654,"SGV079",654,19
"5695","SGV079",654,"SGV079",654,0
"5696","SGV080",654,"SGV079",654,22
"5701","SGV004",654,"SGV080",654,103
"5717","SGV021",654,"SGV080",654,13
"5718","SGV022",654,"SGV080",654,11
"5719","SGV023",654,"SGV080",654,15
"5720","SGV025",654,"SGV080",654,13
"5721","SGV026",654,"SGV080",654,13
"5723","SGV028",654,"SGV080",654,15
"5724","SGV029",654,"SGV080",654,13
"5725","SGV030",654,"SGV080",654,18
"5726","SGV031",654,"SGV080",654,15
"5727","SGV032",654,"SGV080",654,17
"5728","SGV033",654,"SGV080",654,17
"5729","SGV034",654,"SGV080",654,18
"5730","SGV035",654,"SGV080",654,13
"5731","SGV036",654,"SGV080",654,13
"5732","SGV037",654,"SGV080",654,16
"5733","SGV038",654,"SGV080",654,18
"5734","SGV039",654,"SGV080",654,12
"5735","SGV040",654,"SGV080",654,20
"5736","SGV041",654,"SGV080",654,16
"5737","SGV042",654,"SGV080",654,16
"5738","SGV043",654,"SGV080",654,19
"5739","SGV044",654,"SGV080",654,17
"5740","SGV045",654,"SGV080",654,19
"5741","SGV046",654,"SGV080",654,13
"5742","SGV047",654,"SGV080",654,21
"5743","SGV048",654,"SGV080",654,13
"5744","SGV049",654,"SGV080",654,17
"5745","SGV050",654,"SGV080",654,11
"5746","SGV051",654,"SGV080",654,20
"5747","SGV052",654,"SGV080",654,10
"5748","SGV053",654,"SGV080",654,11
"5749","SGV054",654,"SGV080",654,13
"5750","SGV055",654,"SGV080",654,12
"5751","SGV056",654,"SGV080",654,10
"5752","SGV057",654,"SGV080",654,10
"5753","SGV058",654,"SGV080",654,10
"5754","SGV059",654,"SGV080",654,8
"5755","SGV060",654,"SGV080",654,23
"5756","SGV061",654,"SGV080",654,21
"5757","SGV062",654,"SGV080",654,10
"5758","SGV063",654,"SGV080",654,16
"5759","SGV064",654,"SGV080",654,19
"5760","SGV065",654,"SGV080",654,16
"5761","SGV066",654,"SGV080",654,17
"5762","SGV067",654,"SGV080",654,14
"5763","SGV068",654,"SGV080",654,22
"5764","SGV069",654,"SGV080",654,20
"5765","SGV070",654,"SGV080",654,11
"5766","SGV071",654,"SGV080",654,8
"5767","SGV072",654,"SGV080",654,16
"5768","SGV073",654,"SGV080",654,9
"5769","SGV075",654,"SGV080",654,9
"5770","SGV077",654,"SGV080",654,10
"5771","SGV078",654,"SGV080",654,9
"5772","SGV079",654,"SGV080",654,22
"5773","SGV080",654,"SGV080",654,0
